time,Pan Position,Tilt Position,Pan Velocity,Tilt Velocity
1.600007352,34.41055298,6.482620239,-0.770999968,0.0
1.624316337,34.38171387,6.483306885,-1.010999918,0.0
,34.35424805,6.481933594,-1.262999892,0.0
1.659988778,34.31854248,6.482620239,,0.0
1.68056064,34.27116394,6.483306885,,0.0
1.700082123,34.21966553,6.482620239,-2.297999859,-0.022799999
1.725438241,,6.479873657,-2.59739995,
1.740051435,34.09744263,6.474380493,-2.927399874,
1.760290073,34.02671814,6.462020874,-3.28859973,-0.363599986
1.780753169,33.94775391,6.446228027,-3.628799915,-0.541199982
1.801277018,33.85505676,6.428375244,-3.98519969,-0.66779995
1.820553879,33.76579285,6.409835815,-4.318799973,-0.858599961
1.841096627,33.66416931,6.38168335,-4.754999638,-1.091999888
1.860021582,33.55293274,,-5.160599709,-1.289399981
1.8800784,33.43414307,6.32194519,,-1.404599905
1.904608178,33.27964783,6.277999878,-5.91299963,
1.920300562,33.176651,6.251220703,-6.121199608,-1.676999927
1.940216638,,6.212081909,-6.484799862,-1.802399874
1.960815229,32.89306641,,-6.766199589,-1.79339993
1.980568411,32.74406433,6.133804321,-7.137599468,-1.915799856
2.000423656,32.58750916,6.096725464,-7.472999573,-1.945799947
2.020058373,32.4282074,6.054153442,-7.697999477,-2.039399862
,32.21809387,6.003341675,,-2.119199991
2.060655433,32.0917511,5.969696045,-8.310599327,-2.131799936
2.08067307,31.9152832,5.925750732,-8.577599525,-2.16779995
2.100493538,31.72439575,,-8.963999748,-2.317799807
2.121754894,31.53282166,5.826873779,-9.21420002,-2.443799973
2.140614376,31.34056091,5.774688721,-9.475799561,-2.545799971
2.167395964,31.07208252,5.701217651,-9.714599609,
2.180481115,,5.668258667,-9.881399155,-2.579399824
2.200252527,30.73150635,5.616073608,-10.08539963,-2.576399803
2.220030982,30.52757263,5.56388855,,-2.623799801
2.240898998,30.31333923,,-10.42139912,-2.649599791
2.259995145,30.10322571,,-10.75259972,-2.741999865
2.285052316,29.87731934,5.394973755,-11.02019978,-2.831399918
2.300989845,29.64317322,5.331802368,-11.20439911,-3.017399788
2.321153238,29.40628052,5.272064209,-11.35439968,0.0
2.340971605,29.16389465,5.210266113,-11.51339912,-3.090599775
2.364915041,28.92700195,5.151901245,-11.67299938,-3.057599783
2.380168533,28.68942261,5.089416504,-11.77259922,-3.037199736
2.404050046,28.44360352,5.026245117,-11.87579918,-3.163799763
2.420346322,28.21083069,4.957580566,-12.04679966,-3.274799824
2.441302246,27.96638489,,-12.23159981,-3.356999874
2.460745329,,4.816818237,-12.37919903,-3.481199741
2.480289367,27.46444702,4.749526978,-12.46619892,-3.369599819
2.500787302,27.21176147,4.682922363,-12.56999969,-3.352199793
,26.89865112,4.600524902,-12.66719913,-3.29039979
2.540029537,26.7111969,4.55039978,-12.667799,-3.214799881
2.560378624,26.45233154,4.483108521,,-3.358799934
2.58026904,26.18110657,4.410324097,-12.96539974,-3.416399717
2.600194366,25.91812134,4.340286255,-13.08959961,-3.543599844
2.622259183,25.63865662,4.264755249,-13.11419964,-3.503399849
2.641310551,25.36811829,,-13.25399971,
2.66715148,25.06736755,4.112319946,-13.26299953,-3.523199797
2.680699411,24.86549377,4.05670166,-13.2533989,
2.699905215,24.59770203,3.986663818,-13.40099907,-3.511799812
2.721260138,24.31549072,3.907012939,,-3.635399818
2.762570106,24.04220581,3.836288452,-13.54499912,-3.608399868
,23.78196716,3.771743774,-13.54319954,-3.550799847
,23.51211548,,-13.56539917,-3.454199791
2.800472214,23.24707031,,-13.54859924,-3.516599894
2.820713277,0.0,3.557510376,-13.6439991,-3.589799881
,22.69569397,3.481292725,-13.74839973,-3.581999779
2.86774829,22.33383179,3.389968872,-13.82099915,-3.629999876
2.881133816,22.13470459,3.341217041,-13.83359909,-3.527999878
2.900847932,21.85317993,3.271865845,0.0,
,21.57165527,3.199081421,-13.84799957,-3.477599859
2.95726303,21.25305176,3.111190796,-13.84559917,-3.589199781
2.976994063,,3.031539917,-13.90439892,-3.649799824
2.985735388,20.69412231,2.956008911,-13.94459915,-3.722999811
3.011194968,20.49156189,2.903823853,-13.93799973,-3.680399895
3.025447125,,2.813186646,-13.85279942,-3.619799852
3.047524077,19.8550415,2.739028931,-13.84499931,-3.602399826
3.060595538,19.64904785,2.685470581,-13.9085989,-3.600599766
3.081618012,19.36752319,2.608566284,-13.9727993,-3.702599764
3.105104186,0.0,2.536468506,-14.06279945,0.0
3.121621325,18.78730774,2.458190918,-14.15759945,-3.556799889
3.141879134,18.51882935,2.394332886,-14.09999943,-3.546599865
3.162050635,,2.323608398,-14.05559921,-3.459599733
3.181150551,,2.258377075,-14.05679893,-3.544199944
3.215176735,17.67906189,2.182846069,-14.01659966,-3.539399862
3.224519457,0.0,2.098388672,-14.05919933,-3.564599752
3.24133904,17.11326599,2.041397095,0.0,-3.541799784
3.265066107,16.76101685,1.958312988,-14.08739948,
3.280455634,16.53785706,1.901321411,-14.02079964,-3.467399836
3.300607469,16.26182556,1.829223633,,-3.575399876
3.330051787,15.92605591,1.739273071,-14.01239967,
,15.71182251,,-14.07419968,-3.673799753
